gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,PaperlessBilling,MonthlyCharges,TotalCharges,InternetService_DSL,InternetService_Fiber optic,InternetService_No,Contract_Month-to-month,Contract_One year,Contract_Two year,PaymentMethod_Bank transfer (automatic),PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check,Churn
1,0,0,1,0.861111111111111,1,1,0,0,0,0,0,0,1,0.061194029850746234,0.16269804716285927,False,False,True,False,False,True,False,False,False,True,0
0,0,0,0,0.736111111111111,1,0,1,1,1,1,0,1,0,0.808457711442786,0.6245682111274872,False,True,False,False,False,True,False,False,False,True,0
0,0,1,1,0.2222222222222222,1,0,0,1,0,0,0,0,0,0.5472636815920398,0.1376830784819455,False,True,False,True,False,False,True,False,False,False,0
1,1,1,0,1.0,0,0,1,1,1,1,1,1,1,0.46467661691542295,0.5234432571849669,True,False,False,False,False,True,False,True,False,False,0
0,0,0,0,0.1388888888888889,0,0,0,1,0,1,0,0,0,0.17910447761194026,0.043063743551952846,True,False,False,True,False,False,False,False,True,False,0
1,0,1,1,0.2638888888888889,1,0,0,0,0,0,0,0,0,0.019402985074626844,0.04460666912306559,False,False,True,False,False,True,False,False,False,True,0
0,0,1,1,0.4861111111111111,1,0,0,0,0,0,0,0,1,0.015920398009950265,0.0851314941046426,False,False,True,False,False,True,False,False,False,True,0
0,1,0,0,0.18055555555555555,1,1,0,0,0,0,1,1,1,0.7641791044776118,0.14853537214443627,False,True,False,True,False,False,False,False,True,False,1
0,1,0,0,0.027777777777777776,0,0,0,0,0,0,0,0,0,0.06069651741293533,0.004818763817243921,True,False,False,True,False,False,False,False,True,False,1
0,1,0,0,0.20833333333333331,1,1,0,1,0,0,1,0,0,0.7039800995024875,0.14833962785556376,False,True,False,True,False,False,False,True,False,False,0
0,0,1,0,0.1388888888888889,1,0,0,0,0,0,0,0,1,0.02288557213930348,0.0291025700073692,False,False,True,True,False,False,False,False,False,True,0
0,0,1,0,0.16666666666666666,1,0,0,0,0,0,0,0,0,0.2751243781094527,0.05825695467943995,True,False,False,True,False,False,True,False,False,False,0
0,1,1,0,0.4305555555555555,1,1,0,0,1,0,1,0,1,0.7208955223880598,0.3264899594694179,False,True,False,False,True,False,False,False,True,False,0
1,1,1,0,0.611111111111111,1,1,0,1,0,0,0,1,0,0.6980099502487562,0.4505457811348564,False,True,False,False,True,False,False,False,False,True,1
0,0,0,0,0.25,1,1,0,0,0,0,1,0,1,0.6661691542288557,0.1789217943994105,False,True,False,True,False,False,False,False,True,False,1
0,0,1,1,0.5972222222222222,1,0,1,0,1,0,1,1,0,0.5666666666666667,0.37471789793662497,True,False,False,False,False,True,True,False,False,False,0
0,0,0,0,0.20833333333333331,1,0,0,1,1,0,1,1,1,0.8258706467661691,0.16779315585851146,False,True,False,True,False,False,False,False,True,False,1
0,0,1,0,0.20833333333333331,1,0,0,1,0,0,0,0,0,0.5681592039800994,0.12833341009579957,False,True,False,True,False,False,True,False,False,False,0
0,1,1,0,0.013888888888888888,0,0,0,0,0,0,0,0,1,0.06517412935323383,0.0028555637435519533,True,False,False,True,False,False,False,False,True,False,1
0,0,1,1,0.625,1,1,0,0,0,0,0,0,1,0.07611940298507458,0.1400838246131172,False,False,True,False,True,False,False,True,False,False,0
1,0,1,0,0.6527777777777778,1,0,0,0,0,0,0,0,0,0.013930348258706454,0.11204633382461314,False,False,True,False,False,True,False,False,False,True,0
1,0,0,0,0.40277777777777773,1,0,1,1,0,1,0,0,1,0.4029850746268656,0.19530674281503319,True,False,False,False,True,False,False,False,True,False,0
0,0,1,1,0.6666666666666666,1,1,0,1,0,1,1,1,0,0.6109452736318408,0.4456406595431099,True,False,False,False,False,True,False,False,True,False,0
0,0,0,0,0.1111111111111111,1,0,0,0,0,0,0,0,0,0.01741293532338306,0.01630434782608696,False,False,True,False,False,True,False,False,False,True,0
1,0,1,1,0.861111111111111,1,1,1,1,0,0,1,1,1,0.8681592039800995,0.7469602063375093,False,True,False,True,False,False,False,False,True,False,0
1,0,0,1,0.9166666666666666,1,1,0,0,0,0,0,0,1,0.07014925373134329,0.19272752394988948,False,False,True,False,False,True,False,True,False,False,0
0,0,0,0,0.041666666666666664,1,0,0,0,0,0,0,0,0,0.01741293532338306,0.007323139277818719,False,False,True,True,False,False,False,False,False,True,0
0,0,0,0,0.4444444444444444,1,1,1,0,1,1,1,1,1,0.908457711442786,0.4154384672070745,False,True,False,False,True,False,True,False,False,False,0
1,1,0,0,0.2222222222222222,0,0,0,1,0,0,1,0,1,0.2064676616915423,0.07828044399410465,True,False,False,True,False,False,False,False,False,True,1
0,0,0,0,0.5555555555555556,1,1,0,0,1,1,1,1,1,0.872636815920398,0.4991709653647753,False,True,False,False,True,False,False,True,False,False,0
0,0,0,0,0.1111111111111111,1,0,0,0,0,0,0,0,0,0.019900497512437804,0.020109847089167285,False,False,True,False,False,True,False,False,False,True,0
0,0,1,1,0.05555555555555555,1,1,0,1,0,1,0,0,1,0.40049751243781095,0.025890060795873252,True,False,False,True,False,False,False,False,False,True,0
1,0,1,1,0.9722222222222222,1,1,1,1,1,1,1,0,1,0.6069651741293532,0.6599864130434784,True,False,False,False,False,True,True,False,False,False,0
1,0,0,1,0.013888888888888888,0,0,0,0,0,0,0,0,1,0.07014925373134329,0.0029131355932203395,True,False,False,True,False,False,False,False,True,False,1
1,0,1,0,0.9444444444444444,1,1,1,1,0,1,1,1,1,0.8900497512437812,0.8429555084745763,False,True,False,True,False,False,False,False,True,False,0
1,0,1,1,0.611111111111111,0,0,0,0,1,1,1,1,1,0.35870646766169145,0.2667994657332351,True,False,False,False,True,False,False,False,True,False,0
0,0,0,0,0.09722222222222221,1,0,0,0,1,1,0,1,0,0.4432835820895522,0.04816460943257186,True,False,False,True,False,False,True,False,False,False,0
0,1,0,0,0.986111111111111,1,1,1,1,1,1,1,1,0,0.7124378109452736,0.7246511145910096,True,False,False,False,False,True,False,False,False,True,0
1,0,0,0,0.5972222222222222,1,1,0,1,0,0,0,0,1,0.5930348258706467,0.3875564204126751,False,True,False,True,False,False,False,False,True,False,1
0,0,0,1,0.18055555555555555,1,1,0,1,1,0,1,1,1,0.854726368159204,0.14958317980840088,False,True,False,False,True,False,False,True,False,False,0
1,0,1,1,0.9305555555555555,1,1,0,0,0,0,0,0,0,0.06368159203980098,0.1865846075902727,False,False,True,False,False,True,True,False,False,False,0
1,0,0,1,0.013888888888888888,1,0,0,0,0,0,0,0,0,0.014925373134328346,0.0022740880619012533,False,False,True,True,False,False,False,False,False,True,1
1,0,1,1,0.6388888888888888,1,0,0,0,0,0,0,0,1,0.019402985074626844,0.09736551215917466,False,False,True,False,True,False,True,False,False,False,0
0,0,1,1,0.9166666666666666,1,1,0,1,1,0,1,1,1,0.8378109452736319,0.7616928426676493,False,True,False,False,True,False,False,True,False,False,1
1,0,1,1,0.5555555555555556,1,1,0,0,1,0,1,1,1,0.5601990049751243,0.3472446112748711,True,False,False,True,False,False,False,False,True,False,0
0,0,1,1,0.9305555555555555,1,1,1,0,0,1,0,1,1,0.7572139303482587,0.7301780121591748,False,True,False,False,True,False,False,True,False,False,1
0,0,1,1,0.4861111111111111,1,1,0,0,0,0,0,0,1,0.07462686567164178,0.1016200718496684,False,False,True,True,False,False,False,False,True,False,0
1,0,1,1,0.5416666666666666,1,0,1,0,1,1,1,1,0,0.6144278606965173,0.3664966378039794,True,False,False,False,True,False,False,True,False,False,1
1,0,0,0,0.013888888888888888,1,0,0,0,0,0,0,0,0,0.518905472636816,0.00810611643330877,False,True,False,True,False,False,False,False,True,False,1
1,0,1,1,0.875,1,0,0,0,0,0,0,0,1,0.008955223880596996,0.13552989130434784,False,False,True,False,False,True,False,False,False,True,0
1,0,0,1,0.013888888888888888,1,0,0,0,1,0,0,0,0,0.3054726368159204,0.005636284082535005,True,False,False,True,False,False,False,False,True,False,1
0,0,0,0,0.013888888888888888,1,1,0,0,0,0,0,1,1,0.664179104477612,0.009787214443625646,False,True,False,True,False,False,False,False,True,False,1
1,0,0,0,0.1388888888888889,1,0,0,0,0,0,0,0,0,0.01741293532338306,0.021347641857037587,False,False,True,True,False,False,False,False,True,False,0
1,0,0,0,0.013888888888888888,1,1,0,0,0,0,0,0,1,0.564179104477612,0.008630020265291085,False,True,False,True,False,False,False,False,True,False,1
0,0,1,1,0.8888888888888888,1,1,0,1,1,0,0,1,1,0.7422885572139303,0.688645679808401,False,True,False,False,True,False,False,False,True,False,0
0,0,0,0,0.2222222222222222,1,0,0,0,0,0,0,0,0,0.01840796019900498,0.03668478260869566,False,False,True,False,True,False,True,False,False,False,0
0,0,1,0,0.986111111111111,1,1,0,0,1,1,1,1,1,0.618905472636816,0.651972411569639,True,False,False,False,False,True,True,False,False,False,0
1,0,0,1,0.1388888888888889,1,1,0,0,0,0,1,1,0,0.7656716417910447,0.10712969786293296,False,True,False,True,False,False,False,False,True,False,1
1,1,1,0,0.3194444444444444,1,1,0,1,1,0,1,1,1,0.8577114427860696,0.251571711495947,False,True,False,True,False,False,False,False,True,False,0
0,0,0,0,0.013888888888888888,1,1,0,0,0,0,0,1,1,0.6686567164179105,0.009839029108327194,False,True,False,True,False,False,False,False,False,True,1
1,0,0,0,0.3611111111111111,1,1,0,0,0,0,0,0,1,0.33134328358208953,0.14915714812085487,True,False,False,False,True,False,False,True,False,False,0
1,0,0,0,0.75,1,0,1,0,1,1,0,0,0,0.6582089552238807,0.5163101050110539,False,True,False,False,True,False,False,False,True,False,0
0,0,0,0,0.09722222222222221,1,1,1,0,0,0,0,0,1,0.6109452736318408,0.06962739498894623,False,True,False,True,False,False,False,False,False,True,1
1,0,0,0,0.06944444444444445,1,0,0,0,0,0,0,0,1,0.009950248756218888,0.009908115327929257,False,False,True,True,False,False,False,False,False,True,0
0,0,1,1,0.5,1,1,0,1,1,0,1,0,1,0.7870646766169154,0.39815539793662497,False,True,False,True,False,False,True,False,False,False,1
0,0,0,0,0.1388888888888889,1,1,0,0,0,0,0,1,0,0.6786069651741293,0.09566714259395727,False,True,False,True,False,False,False,False,True,False,1
1,0,1,0,0.041666666666666664,1,1,0,0,0,0,0,0,1,0.05323383084577116,0.010253546425939574,False,False,True,True,False,False,False,False,False,True,0
0,0,1,0,0.06944444444444445,1,1,0,0,1,1,1,0,0,0.49452736318407964,0.040334837877671344,True,False,False,True,False,False,True,False,False,False,1
1,1,1,0,0.7083333333333333,1,1,1,0,1,0,1,0,1,0.7517412935323382,0.5470419583640383,False,True,False,True,False,False,True,False,False,False,1
0,0,0,0,0.16666666666666666,1,0,0,0,0,0,0,0,0,0.011940298507462671,0.028354135961680182,False,False,True,True,False,False,False,False,False,True,0
0,0,0,0,0.4583333333333333,1,0,0,1,0,1,0,0,1,0.6139303482587065,0.3091435611643331,False,True,False,False,True,False,True,False,False,False,0
0,0,0,0,0.41666666666666663,1,0,1,0,0,0,0,0,1,0.3039800995024875,0.17694707995578485,True,False,False,True,False,False,False,False,False,True,0
0,0,1,0,0.986111111111111,1,1,1,1,1,1,1,1,1,0.9641791044776119,0.9301423176123804,False,True,False,False,False,True,False,True,False,False,0
0,1,0,0,0.013888888888888888,1,0,0,0,0,0,0,0,1,0.5074626865671642,0.007973701179071483,False,True,False,True,False,False,False,False,True,False,1
0,0,1,1,0.027777777777777776,1,0,0,0,0,0,0,0,0,0.518905472636816,0.016943395357406046,False,True,False,True,False,False,False,False,True,False,1
1,0,0,0,0.18055555555555555,1,0,0,0,0,0,0,0,0,0.01691542288557213,0.028054762343404573,False,False,True,False,False,True,False,False,False,True,0
1,0,1,1,0.25,1,0,0,0,0,1,0,1,1,0.6701492537313432,0.18440263448784086,False,True,False,True,False,False,False,False,True,False,0
0,1,1,0,0.9166666666666666,0,0,0,1,1,0,1,0,0,0.2716417910447761,0.34856876381724394,True,False,False,False,True,False,True,False,False,False,0
0,0,1,0,0.9305555555555555,1,1,0,0,0,0,0,0,1,0.06965174129353235,0.19956130250552695,False,False,True,False,False,True,False,True,False,False,0
1,0,0,0,0.1111111111111111,0,0,0,0,0,0,0,0,1,0.06965174129353235,0.021451271186440683,True,False,False,True,False,False,False,True,False,False,0
0,0,1,1,0.041666666666666664,1,0,0,0,0,0,0,1,1,0.617412935323383,0.028791682019159916,False,True,False,True,False,False,False,False,True,False,1
0,0,1,1,0.5138888888888888,1,1,0,0,0,0,0,0,1,0.05820895522388059,0.09923659727339722,False,False,True,False,False,True,True,False,False,False,0
1,1,1,0,0.9583333333333333,1,1,0,1,1,1,1,1,1,0.9124378109452737,0.879035786661754,False,True,False,False,False,True,False,False,True,False,0
1,0,1,1,0.7083333333333333,1,1,0,0,0,0,0,0,1,0.056716417910447736,0.14005503868828298,False,False,True,False,True,False,False,False,False,True,0
1,0,0,0,0.08333333333333333,1,0,0,0,0,0,0,0,0,0.006965174129353213,0.01268307848194547,False,False,True,True,False,False,False,False,False,True,0
1,0,1,0,0.41666666666666663,1,0,0,0,0,0,0,0,0,0.024378109452736302,0.06760086588061902,False,False,True,False,True,False,False,True,False,False,0
0,0,1,1,0.9722222222222222,1,1,0,0,0,0,0,0,0,0.057711442786069655,0.20319984340456893,False,False,True,False,False,True,False,False,False,True,0
1,0,1,1,0.8194444444444444,1,0,1,1,1,1,1,1,1,0.681592039800995,0.5971352247605012,True,False,False,False,False,True,False,False,True,False,0
1,1,0,0,0.5833333333333333,1,1,0,1,0,0,0,0,1,0.607960199004975,0.38505204495210027,False,True,False,True,False,False,True,False,False,False,0
0,0,0,0,0.013888888888888888,1,0,0,0,0,0,0,0,0,0.013930348258706454,0.0022625736919675756,False,False,True,True,False,False,False,False,False,True,0
0,0,0,0,0.041666666666666664,1,0,0,0,0,0,0,0,0,0.00547263681592039,0.006448047162859249,False,False,True,True,False,False,False,False,False,True,0
1,0,0,0,0.027777777777777776,1,0,0,1,0,0,1,1,0,0.7701492537313434,0.01926354089904201,False,True,False,True,False,False,False,False,True,False,1
0,0,1,1,0.18055555555555555,1,0,0,0,0,0,0,0,1,0.014925373134328346,0.028405950626381727,False,False,True,False,False,True,True,False,False,False,0
0,0,0,0,0.3055555555555555,1,0,1,0,0,0,0,0,1,0.3139303482587064,0.12079149778924099,True,False,False,True,False,False,False,False,True,False,0
0,0,1,0,0.736111111111111,1,1,0,1,1,1,1,1,1,0.9308457711442785,0.6689561072218129,False,True,False,False,True,False,True,False,False,False,0
0,0,1,1,0.611111111111111,1,1,0,1,1,0,0,1,0,0.7577114427860697,0.494582488946205,False,True,False,False,True,False,False,False,True,False,0
1,0,1,0,1.0,1,1,1,1,1,1,1,1,1,0.9706467661691541,0.970074152542373,False,True,False,False,False,True,True,False,False,False,0
1,0,1,0,0.9722222222222222,1,1,1,1,1,1,1,1,0,0.9557213930348257,0.9492792004421519,False,True,False,False,False,True,False,True,False,False,0
1,0,0,0,0.013888888888888888,1,0,0,0,0,0,0,0,0,0.014925373134328346,0.0022740880619012533,False,False,True,True,False,False,True,False,False,False,0
0,0,0,0,0.09722222222222221,1,0,1,1,1,0,0,0,0,0.4293532338308458,0.050536569638909366,True,False,False,True,False,False,False,False,True,False,0
0,1,1,0,1.0,1,1,1,1,1,0,1,1,1,0.9368159203980099,0.9265440770081063,False,True,False,False,False,True,False,False,True,False,0
0,0,1,1,0.05555555555555555,1,0,0,0,0,0,1,0,1,0.6034825870646766,0.034514323876197496,False,True,False,True,False,False,False,False,False,True,0
0,1,1,0,0.15277777777777776,1,1,0,0,1,0,1,1,1,0.8089552238805969,0.13025055268975683,False,True,False,True,False,False,False,False,True,False,1
0,0,1,1,0.3055555555555555,1,0,0,1,0,0,0,1,0,0.6472636815920397,0.212543754605748,False,True,False,True,False,False,False,False,True,False,1
0,1,1,0,0.8333333333333333,1,1,0,0,1,0,1,1,1,0.818407960199005,0.6942013633014003,False,True,False,False,True,False,False,True,False,False,0
0,0,0,0,0.3611111111111111,1,0,1,0,1,1,0,0,1,0.6855721393034826,0.2618482866617539,False,True,False,False,True,False,False,True,False,False,0
1,0,0,0,0.5138888888888888,1,1,0,0,0,1,1,1,0,0.8014925373134327,0.400187684229919,False,True,False,True,False,False,True,False,False,False,1
0,0,0,0,0.08333333333333333,1,1,0,1,1,1,1,1,1,0.9119402985074626,0.07708294952100223,False,True,False,True,False,False,False,True,False,False,1
1,0,0,0,0.5,1,1,0,0,0,0,0,1,1,0.6616915422885572,0.35120555453205604,False,True,False,True,False,False,False,False,True,False,1
1,0,0,0,1.0,1,1,1,1,1,1,0,0,0,0.5114427860696518,0.5651540622697127,True,False,False,False,False,True,True,False,False,False,0
1,0,1,0,0.875,1,0,1,1,1,1,1,1,1,0.9139303482587063,0.772119104642594,False,True,False,False,False,True,False,True,False,False,0
1,0,0,1,0.375,1,0,0,0,0,0,0,0,0,0.014427860696517386,0.05864268607221814,False,False,True,False,False,True,False,True,False,False,0
0,0,0,0,0.027777777777777776,1,0,0,1,0,1,0,0,1,0.36616915422885565,0.011831015106853355,True,False,False,True,False,False,False,True,False,False,1
0,0,0,0,0.4861111111111111,0,0,0,0,1,1,0,0,1,0.15124378109452735,0.1353917188651437,True,False,False,True,False,False,False,False,False,True,0
0,0,0,1,0.20833333333333331,1,0,0,0,0,0,0,0,0,0.013930348258706454,0.03115788504053059,False,False,True,False,True,False,False,False,False,True,0
0,1,0,0,0.18055555555555555,1,0,0,0,1,0,0,0,1,0.5577114427860697,0.10827537767133384,False,True,False,True,False,False,False,False,True,False,1
0,1,1,0,0.9027777777777777,1,0,1,1,1,0,0,1,0,0.7577114427860697,0.7053875736919676,False,True,False,True,False,False,False,False,True,False,0
0,0,0,0,0.125,1,0,1,1,0,0,1,1,1,0.5611940298507463,0.08100934966838615,True,False,False,True,False,False,False,False,True,False,1
1,0,0,0,0.027777777777777776,1,0,1,1,0,0,1,1,0,0.8154228855721393,0.022856024318349304,False,True,False,True,False,False,False,False,True,False,0
0,0,0,0,0.1388888888888889,1,1,0,1,0,0,0,0,1,0.6243781094527363,0.09419330324244658,False,True,False,True,False,False,False,True,False,False,1
1,0,1,1,0.15277777777777776,1,0,0,0,0,0,0,0,0,0.013930348258706454,0.025993690125276348,False,False,True,False,False,True,False,False,False,True,0
0,0,0,0,0.5,1,0,0,0,0,0,0,0,1,0.009950248756218888,0.07827468680913781,False,False,True,False,True,False,True,False,False,False,0
0,1,1,0,0.375,1,1,0,1,1,1,1,1,0,0.6527363184079601,0.2660049742078114,True,False,False,True,False,False,False,False,True,False,0
0,0,1,1,1.0,1,1,1,1,1,0,1,1,1,0.6502487562189054,0.6861758474576273,True,False,False,False,False,True,False,True,False,False,0
1,0,1,0,0.8472222222222222,1,1,1,0,1,0,0,1,1,0.5139303482587065,0.4866778739867355,True,False,False,False,False,True,False,False,False,True,0
0,1,1,0,0.8055555555555555,1,0,1,1,0,1,1,1,1,0.8681592039800995,0.7145242262343405,False,True,False,False,True,False,False,True,False,False,1
1,0,1,0,0.3055555555555555,1,0,0,0,1,0,1,0,1,0.6840796019900497,0.2130906871775977,False,True,False,True,False,False,True,False,False,False,0
0,0,0,0,0.06944444444444445,1,1,0,1,0,0,1,0,1,0.7218905472636815,0.052447955047899786,False,True,False,True,False,False,False,False,True,False,1
0,1,0,0,0.3611111111111111,1,1,1,1,0,0,0,1,1,0.763681592039801,0.28753684598378776,False,True,False,True,False,False,False,False,True,False,1
1,1,1,1,0.8472222222222222,1,1,0,1,0,0,1,1,0,0.8034825870646766,0.687327284450995,False,True,False,False,True,False,False,False,True,False,0
1,1,1,0,0.5555555555555556,1,1,1,0,0,0,1,1,0,0.8318407960199005,0.4705116985998527,False,True,False,True,False,False,False,False,True,False,1
1,1,0,0,0.9027777777777777,1,0,0,1,1,0,1,1,1,0.8044776119402984,0.7479907424465734,False,True,False,True,False,False,True,False,False,False,0
1,0,0,0,0.041666666666666664,1,0,0,1,1,1,1,1,1,0.8925373134328359,0.03668478260869566,False,True,False,True,False,False,False,False,True,False,0
1,0,1,0,0.375,1,0,1,0,0,0,0,0,0,0.3029850746268657,0.16370555453205604,True,False,False,False,True,False,False,True,False,False,0
1,0,0,1,0.9583333333333333,1,1,1,1,1,1,1,0,1,0.608955223880597,0.6335839627855565,True,False,False,False,False,True,False,True,False,False,0
0,0,1,1,0.75,1,1,0,1,1,0,0,0,1,0.4134328358208955,0.37380826271186446,True,False,False,False,False,True,True,False,False,False,0
0,0,0,0,0.40277777777777773,1,1,1,1,0,1,0,0,0,0.4895522388059702,0.2073853168754606,True,False,False,True,False,False,False,False,False,True,0
0,1,0,0,0.08333333333333333,1,0,0,0,0,0,1,1,1,0.707462686567164,0.06537859248341932,False,True,False,True,False,False,False,False,True,False,0
1,0,0,0,0.25,1,0,0,0,0,0,0,0,0,0.009950248756218888,0.038152864775239506,False,False,True,True,False,False,False,False,False,True,0
1,0,0,0,0.027777777777777776,1,0,0,0,0,0,0,0,1,0.5129353233830846,0.01550985630066323,False,True,False,True,False,False,False,True,False,False,1
0,0,0,0,0.3055555555555555,1,0,0,0,0,0,0,0,1,0.01791044776119402,0.054140567428150335,False,False,True,True,False,False,False,False,False,True,0
0,0,1,1,0.3611111111111111,1,0,0,0,0,0,0,0,0,0.013930348258706454,0.05698461680176861,False,False,True,False,False,True,False,True,False,False,0
1,0,0,1,0.15277777777777776,1,1,0,0,0,0,0,1,0,0.6761194029850747,0.10284635224760504,False,True,False,True,False,False,False,False,True,False,0
1,0,1,1,0.7916666666666666,1,1,0,0,0,0,0,0,1,0.5577114427860697,0.462687684229919,False,True,False,True,False,False,False,False,True,False,0
1,0,0,0,0.05555555555555555,1,0,0,0,0,0,0,0,1,0.013930348258706454,0.007777956890198969,False,False,True,True,False,False,False,False,False,True,0
1,0,0,0,0.5,1,1,0,0,0,0,0,1,1,0.6631840796019901,0.353168754605748,False,True,False,True,False,False,False,False,True,False,1
1,0,0,0,0.9305555555555555,1,0,0,0,0,0,0,0,1,0.011940298507462671,0.13770610722181284,False,False,True,False,True,False,False,False,False,True,0
0,0,0,0,0.7638888888888888,1,0,1,0,0,0,0,0,1,0.32139303482587056,0.32617331429624175,True,False,False,True,False,False,False,True,False,False,0
0,0,1,0,0.375,1,1,0,0,0,0,1,1,0,0.763681592039801,0.2835471168017687,False,True,False,True,False,False,False,True,False,False,0
1,0,0,0,0.013888888888888888,1,0,0,0,0,0,0,0,1,0.27313432835820894,0.005262067059690495,True,False,False,True,False,False,False,False,False,True,1
0,0,0,1,0.6944444444444444,1,0,0,0,0,0,0,0,0,0.018905472636815884,0.11178726050110539,False,False,True,False,False,True,False,True,False,False,0
0,0,1,1,1.0,1,1,1,1,1,1,1,1,1,0.7462686567164178,0.7701904476787031,True,False,False,False,False,True,True,False,False,False,0
0,0,0,0,0.041666666666666664,1,0,0,0,0,0,0,1,1,0.3686567164179104,0.02258543662490789,True,False,False,True,False,False,False,False,True,False,1
0,0,0,0,0.9722222222222222,0,0,1,0,1,1,1,1,1,0.39900497512437816,0.4852443349299927,True,False,False,False,False,True,True,False,False,False,0
0,0,0,0,0.986111111111111,1,1,0,1,1,1,1,1,1,0.9253731343283581,0.9193245670596906,False,True,False,False,False,True,False,False,True,False,0
0,0,1,1,0.05555555555555555,1,0,0,0,0,0,0,0,0,0.020895522388059695,0.008791221444362564,False,False,True,True,False,False,False,False,False,True,1
0,0,0,0,0.1111111111111111,1,1,0,0,0,0,0,0,1,0.5606965174129352,0.06320237656595432,False,True,False,True,False,False,False,True,False,False,0
0,0,0,0,0.4444444444444444,1,0,0,0,0,0,0,0,0,0.01641791044776117,0.06926469233603538,False,False,True,True,False,False,True,False,False,False,0
0,0,0,0,0.16666666666666666,1,1,0,0,0,1,1,1,1,0.5731343283582089,0.09838453389830511,True,False,False,False,True,False,False,False,False,True,0
0,0,1,1,0.1388888888888889,1,1,0,0,0,0,0,1,0,0.6736318407960199,0.0988623802505527,False,True,False,True,False,False,False,False,True,False,0
0,0,1,1,0.6666666666666666,1,1,0,0,0,0,0,1,1,0.6348258706467661,0.46402335114222554,False,True,False,False,True,False,False,False,False,True,1
0,0,0,0,0.7916666666666666,1,0,0,0,1,0,1,1,1,0.7661691542288557,0.6292200165806927,False,True,False,False,False,True,False,False,True,False,1
0,0,0,0,0.125,1,0,0,1,1,0,0,0,0,0.6199004975124378,0.07529246499631541,False,True,False,True,False,False,False,False,True,False,0
1,1,0,0,0.16666666666666666,1,0,0,1,1,1,0,0,1,0.6522388059701492,0.11856922439204129,False,True,False,True,False,False,False,False,False,True,1
1,0,1,1,0.013888888888888888,1,0,0,0,0,0,0,0,1,0.2746268656716418,0.005279338614591011,True,False,False,True,False,False,False,False,False,True,1
0,0,0,0,0.3194444444444444,1,0,0,1,1,1,0,0,0,0.6462686567164179,0.23400654016212236,False,True,False,True,False,False,True,False,False,False,0
0,0,1,1,1.0,1,1,1,0,1,1,1,1,0,0.6611940298507463,0.6786454495210023,True,False,False,False,False,True,False,True,False,False,0
0,0,0,0,0.013888888888888888,1,0,0,0,0,0,0,0,1,0.27263681592039796,0.005256309874723655,True,False,False,True,False,False,False,False,True,False,1
1,0,0,1,0.1111111111111111,1,0,0,0,0,0,0,0,0,0.020895522388059695,0.02057617907148121,False,False,True,True,False,False,False,False,False,True,0
0,0,0,0,0.041666666666666664,1,0,0,0,0,0,0,0,0,0.015920398009950265,0.0065862196020633765,False,False,True,True,False,False,False,False,False,True,0
1,0,0,0,0.25,1,0,0,0,0,0,0,0,0,0.013930348258706454,0.04735284635224761,False,False,True,False,True,False,False,False,False,True,0
1,0,0,0,0.3055555555555555,1,1,1,0,0,0,1,1,1,0.8208955223880597,0.241226050110538,False,True,False,True,False,False,False,False,True,False,1
0,0,1,1,0.375,1,0,0,0,0,0,0,0,0,0.01641791044776117,0.06334054900515845,False,False,True,False,False,True,False,False,False,True,0
0,1,0,0,0.5277777777777778,1,1,0,0,0,1,1,1,1,0.8089552238805969,0.429975359248342,False,True,False,True,False,False,False,False,True,False,1
1,0,1,1,1.0,1,1,1,1,1,0,1,1,1,0.9159203980099503,0.9173383382461313,False,True,False,False,False,True,True,False,False,False,0
1,0,1,1,0.9583333333333333,1,0,1,1,1,0,0,0,1,0.4129353233830846,0.46862334193072963,True,False,False,False,False,True,True,False,False,False,0
0,0,0,0,0.15277777777777776,1,1,1,0,0,0,0,0,1,0.6044776119402985,0.1070030397936625,False,True,False,True,False,False,True,False,False,False,0
1,0,0,1,0.19444444444444442,1,0,0,0,0,0,0,0,0,0.01691542288557213,0.030904568901989685,False,False,True,True,False,False,False,False,False,True,0
0,0,1,1,0.7916666666666666,1,1,1,0,1,1,1,1,1,0.6592039800995024,0.5579172807663965,True,False,False,False,False,True,False,False,True,False,0
0,0,0,1,0.4861111111111111,1,0,0,0,0,0,0,0,1,0.01840796019900498,0.07421011422254975,False,False,True,False,True,False,False,True,False,False,0
1,0,0,1,0.027777777777777776,1,1,1,1,0,0,0,0,0,0.4248756218905473,0.015498341930729551,True,False,False,True,False,False,True,False,False,False,0
1,1,0,0,0.3194444444444444,1,1,0,1,1,0,1,1,1,0.8771144278606965,0.285959377302874,False,True,False,True,False,False,False,False,True,False,1
1,0,0,0,0.6388888888888888,1,0,0,0,0,0,0,0,0,0.01791044776119402,0.10385961680176863,False,False,True,False,False,True,True,False,False,False,0
0,0,0,0,0.16666666666666666,1,0,0,0,0,0,0,0,0,0.011940298507462671,0.02618943441414886,False,False,True,True,False,False,True,False,False,False,0
0,1,0,0,0.09722222222222221,1,0,0,1,0,0,0,0,1,0.32885572139303476,0.04828551031687547,True,False,False,True,False,False,False,False,False,True,0
